CSV_VERSION=1.4
#Comment:-do not change matrix position or remove CSV_VERSION:
ID  ,PRODID             ,PARTNAME                   ,BOARDNAME                                    ,SHORTNAME  ,ZYNQFLASHTYP             ,FPGAFLASHTYP                       ,PCB_REV    ,DDR_SIZE ,FLASH_SIZE ,EMMC_SIZE  ,OTHERS           ,NOTES                                          ,DESIGN           ,CONFIG_SW_EXTPLL 
#1  ,TE0803-ES1         ,xczu3eg-sfvc784-1-i-es1    ,trenz.biz:te0803_es1:part0:1.0               ,es1_2gb    ,qspi-x8-dual_parallel    ,mt25qu256-qspi-x8-dual_parallel    ,REV01      ,2GB      ,64MB       ,NA         ,NA               ,"Not longer supported by vivado"               ,TE0803_TB        ,NA
#2  ,TE0803-ES1         ,xczu3eg-sfvc784-1-i-es1    ,trenz.biz:te0803_es1_tebf0808:part0:2.0      ,es1_2gb    ,qspi-x8-dual_parallel    ,mt25qu256-qspi-x8-dual_parallel    ,REV01      ,2GB      ,64MB       ,NA         ,NA               ,"Not longer supported by vivado"               ,TE0803_SK        ,NA
3   ,TE0803-01-02EG-1E  ,xczu2eg-sfvc784-1-e        ,trenz.biz:te0803_2eg_1e:part0:1.0            ,2eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu256-qspi-x8-dual_parallel    ,REV01      ,2GB      ,64MB       ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA
4   ,TE0803-01-02EG-1E  ,xczu2eg-sfvc784-1-e        ,trenz.biz:te0803_2eg_1e_tebf0808:part0:2.0   ,2eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu256-qspi-x8-dual_parallel    ,REV01      ,2GB      ,64MB       ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
5   ,TE0803-01-02CG-1E  ,xczu2cg-sfvc784-1-e        ,trenz.biz:te0803_2cg_1e:part0:1.0            ,2cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu256-qspi-x8-dual_parallel    ,REV01      ,2GB      ,64MB       ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA
6   ,TE0803-01-02CG-1E  ,xczu2cg-sfvc784-1-e        ,trenz.biz:te0803_2cg_1e_tebf0808:part0:2.0   ,2cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu256-qspi-x8-dual_parallel    ,REV01      ,2GB      ,64MB       ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
7   ,TE0803-01-03EG-1E  ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0803_3eg_1e:part0:1.0            ,3eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu256-qspi-x8-dual_parallel    ,REV01      ,2GB      ,64MB       ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA
8   ,TE0803-01-03EG-1E  ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0803_3eg_1e_tebf0808:part0:2.0   ,3eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu256-qspi-x8-dual_parallel    ,REV01      ,2GB      ,64MB       ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
9   ,TE0803-01-03CG-1E  ,xczu3cg-sfvc784-1-e        ,trenz.biz:te0803_3cg_1e:part0:1.0            ,3cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu256-qspi-x8-dual_parallel    ,REV01      ,2GB      ,64MB       ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA
10  ,TE0803-01-03CG-1E  ,xczu3cg-sfvc784-1-e        ,trenz.biz:te0803_3cg_1e_tebf0808:part0:2.0   ,3cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu256-qspi-x8-dual_parallel    ,REV01      ,2GB      ,64MB       ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
11  ,TE0803-01-02EG-1EA ,xczu2eg-sfvc784-1-e        ,trenz.biz:te0803_2eg_1e:part0:1.0            ,2eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV01      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA
12  ,TE0803-01-02EG-1EA ,xczu2eg-sfvc784-1-e        ,trenz.biz:te0803_2eg_1e_tebf0808:part0:2.0   ,2eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV01      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
13  ,TE0803-01-02CG-1EA ,xczu2cg-sfvc784-1-e        ,trenz.biz:te0803_2cg_1e:part0:1.0            ,2cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV01      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA
14  ,TE0803-01-02CG-1EA ,xczu2cg-sfvc784-1-e        ,trenz.biz:te0803_2cg_1e_tebf0808:part0:2.0   ,2cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV01      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
15  ,TE0803-01-03EG-1EA ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0803_3eg_1e:part0:1.0            ,3eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV01      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA
16  ,TE0803-01-03EG-1EA ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0803_3eg_1e_tebf0808:part0:2.0   ,3eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV01      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
17  ,TE0803-01-03CG-1EA ,xczu3cg-sfvc784-1-e        ,trenz.biz:te0803_3cg_1e:part0:1.0            ,3cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV01      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA
18  ,TE0803-01-03CG-1EA ,xczu3cg-sfvc784-1-e        ,trenz.biz:te0803_3cg_1e_tebf0808:part0:2.0   ,3cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV01      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
19  ,TE0803-02-03EG-1EB ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0803_3eg_1e:part0:3.0            ,3eg_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV02|REV01,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA
20  ,TE0803-02-03EG-1EB ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0803_3eg_1e_tebf0808:part0:4.0   ,3eg_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV02|REV01,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
21  ,TE0803-01-04CG-1EA ,xczu4cg-sfvc784-1-e        ,trenz.biz:te0803_4cg_1e:part0:1.0            ,4cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV01      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
22  ,TE0803-01-04CG-1EA ,xczu4cg-sfvc784-1-e        ,trenz.biz:te0803_4cg_1e_tebf0808:part0:2.0   ,4cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV01      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
23  ,TE0803-02-04EV-1EA ,xczu4ev-sfvc784-1-e        ,trenz.biz:te0803_4ev_1e:part0:1.0            ,4ev_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV02|REV01,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
24  ,TE0803-02-04EV-1EA ,xczu4ev-sfvc784-1-e        ,trenz.biz:te0803_4ev_1e_tebf0808:part0:2.0   ,4ev_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV02|REV01,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
25  ,TE0803-01-04EV-1E3 ,xczu4ev-sfvc784-1-e        ,trenz.biz:te0803_4ev_1e:part0:1.0            ,4ev_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV01      ,2GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_TB|MGT    ,NA
26  ,TE0803-01-04EV-1E3 ,xczu4ev-sfvc784-1-e        ,trenz.biz:te0803_4ev_1e_tebf0808:part0:2.0   ,4ev_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV01      ,2GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
27  ,TE0803-01-04EG-1EA ,xczu4eg-sfvc784-1-e        ,trenz.biz:te0803_4eg_1e:part0:1.0            ,4eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV01      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
28  ,TE0803-01-04EG-1EA ,xczu4eg-sfvc784-1-e        ,trenz.biz:te0803_4eg_1e_tebf0808:part0:2.0   ,4eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV01      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
29  ,TE0803-01-04CG-1EB ,xczu4cg-sfvc784-1-e        ,trenz.biz:te0803_4cg_1e:part0:1.0            ,4cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu01g-qspi-x8-dual_parallel    ,REV01      ,2GB      ,256MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
30  ,TE0803-01-04CG-1EB ,xczu4cg-sfvc784-1-e        ,trenz.biz:te0803_4cg_1e_tebf0808:part0:2.0   ,4cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu01g-qspi-x8-dual_parallel    ,REV01      ,2GB      ,256MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
31  ,TE0803-01-05EV-1EA ,xczu5ev-sfvc784-1-e        ,trenz.biz:te0803_5ev_1e:part0:1.0            ,5ev_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV01      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
32  ,TE0803-01-05EV-1EA ,xczu5ev-sfvc784-1-e        ,trenz.biz:te0803_5ev_1e_tebf0808:part0:2.0   ,5ev_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV01      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
33  ,TE0803-01-05EV-1IA ,xczu5ev-sfvc784-1-i        ,trenz.biz:te0803_5ev_1i:part0:1.0            ,5ev_i_2gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV01      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
34  ,TE0803-01-05EV-1IA ,xczu5ev-sfvc784-1-i        ,trenz.biz:te0803_5ev_1i_tebf0808:part0:2.0   ,5ev_i_2gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV01      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
35  ,TE0803-02-04EV-1E3 ,xczu4ev-sfvc784-1-e        ,trenz.biz:te0803_4ev_1e:part0:3.0            ,4ev_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV02      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_TB|MGT    ,NA
36  ,TE0803-02-04EV-1E3 ,xczu4ev-sfvc784-1-e        ,trenz.biz:te0803_4ev_1e_tebf0808:part0:4.0   ,4ev_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV02      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
37  ,TE0803-02-04EG-1E3 ,xczu4eg-sfvc784-1-e        ,trenz.biz:te0803_4eg_1e:part0:3.0            ,4eg_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV02      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_TB|MGT    ,NA
38  ,TE0803-02-04EG-1E3 ,xczu4eg-sfvc784-1-e        ,trenz.biz:te0803_4eg_1e_tebf0808:part0:4.0   ,4eg_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV02      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
39  ,TE0803-03-2AE11-A  ,xczu2cg-sfvc784-1-e        ,trenz.biz:te0803_2cg_1e:part0:1.0            ,2cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA
40  ,TE0803-03-2AE11-A  ,xczu2cg-sfvc784-1-e        ,trenz.biz:te0803_2cg_1e_tebf0808:part0:2.0   ,2cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
41  ,TE0803-03-2BE11-A  ,xczu2eg-sfvc784-1-e        ,trenz.biz:te0803_2eg_1e:part0:1.0            ,2eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA                       
42  ,TE0803-03-2BE11-A  ,xczu2eg-sfvc784-1-e        ,trenz.biz:te0803_2eg_1e_tebf0808:part0:2.0   ,2eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h                       
43  ,TE0803-03-3AE11-A  ,xczu3cg-sfvc784-1-e        ,trenz.biz:te0803_3cg_1e:part0:1.0            ,3cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA                
44  ,TE0803-03-3AE11-A  ,xczu3cg-sfvc784-1-e        ,trenz.biz:te0803_3cg_1e_tebf0808:part0:2.0   ,3cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h                
45  ,TE0803-03-3BE11-A  ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0803_3eg_1e:part0:1.0            ,3eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA
46  ,TE0803-03-3BE11-A  ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0803_3eg_1e_tebf0808:part0:2.0   ,3eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
47  ,TE0803-03-4AE11-A  ,xczu4cg-sfvc784-1-e        ,trenz.biz:te0803_4cg_1e:part0:1.0            ,4cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
48  ,TE0803-03-4AE11-A  ,xczu4cg-sfvc784-1-e        ,trenz.biz:te0803_4cg_1e_tebf0808:part0:2.0   ,4cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
49  ,TE0803-03-4BE11-A  ,xczu4eg-sfvc784-1-e        ,trenz.biz:te0803_4eg_1e:part0:1.0            ,4eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
50  ,TE0803-03-4BE11-A  ,xczu4eg-sfvc784-1-e        ,trenz.biz:te0803_4eg_1e_tebf0808:part0:2.0   ,4eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
51  ,TE0803-03-4BE21-L  ,xczu4eg-sfvc784-1-e        ,trenz.biz:te0803_4eg_1e:part0:3.0            ,4eg_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_TB|MGT    ,NA
52  ,TE0803-03-4BE21-L  ,xczu4eg-sfvc784-1-e        ,trenz.biz:te0803_4eg_1e_tebf0808:part0:4.0   ,4eg_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
53  ,TE0803-03-4BI21-A  ,xczu4eg-sfvc784-1-i        ,trenz.biz:te0803_4eg_1i:part0:3.0            ,4eg_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
54  ,TE0803-03-4BI21-A  ,xczu4eg-sfvc784-1-i        ,trenz.biz:te0803_4eg_1i_tebf0808:part0:4.0   ,4eg_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
55  ,TE0803-03-4DE11-A  ,xczu4ev-sfvc784-1-e        ,trenz.biz:te0803_4ev_1e:part0:1.0            ,4ev_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
56  ,TE0803-03-4DE11-A  ,xczu4ev-sfvc784-1-e        ,trenz.biz:te0803_4ev_1e_tebf0808:part0:2.0   ,4ev_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
57  ,TE0803-03-4DE21-L  ,xczu4ev-sfvc784-1-e        ,trenz.biz:te0803_4ev_1e:part0:3.0            ,4ev_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_TB|MGT    ,NA
58  ,TE0803-03-4DE21-L  ,xczu4ev-sfvc784-1-e        ,trenz.biz:te0803_4ev_1e_tebf0808:part0:4.0   ,4ev_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
59  ,TE0803-03-4GE21-L  ,xczu4eg-sfvc784-2-e        ,trenz.biz:te0803_4eg_2e:part0:3.0            ,4eg_2_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_TB|MGT    ,NA
